movieId,genres,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
57,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
58,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
60,Adventure|Children|Fantasy,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
62,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
63,Comedy|Crime,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
65,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
68,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
69,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Action|Comedy|Horror|Thriller,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
71,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
73,Drama|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
74,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
75,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
76,Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
77,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
78,Action|Crime|Drama|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
79,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
80,Children|Drama,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81,Crime|Drama|Romance,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
82,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
83,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
85,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
86,Action|Adventure|Drama,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
87,Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Action|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
92,Drama|Horror|Thriller,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
93,Comedy|Horror|Romance,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
94,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
95,Action|Adventure|Thriller,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
96,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
97,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
99,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
100,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
101,Adventure|Comedy|Crime|Romance,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
102,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Mystery|Sci-Fi|Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
104,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
106,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
107,Adventure|Children|Comedy|Musical,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
110,Action|Drama|War,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
111,Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
112,Action|Adventure|Comedy|Crime,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113,Drama|Mystery,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
116,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
117,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
118,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
119,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
122,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
123,Drama|Mystery|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
125,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Adventure|Children|Fantasy,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
128,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
129,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
132,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
135,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
140,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
141,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Action|Comedy|Crime|Drama|Thriller,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
146,Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
148,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
149,Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
150,Adventure|Drama|IMAX,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
151,Action|Drama|Romance|War,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
152,Drama|Horror,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
153,Action|Adventure|Comedy|Crime,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
155,Adventure|Drama|War,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
156,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
157,Comedy|War,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
158,Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,Crime|Drama|Mystery,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
160,Action|Adventure|Mystery|Sci-Fi,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
161,Drama|Thriller|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
162,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
163,Action|Romance|Western,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
164,Crime|Film-Noir|Mystery|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
165,Action|Crime|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
166,Comedy|Crime|Drama,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
168,Action|Drama|Romance,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
169,Adventure|Children|Drama,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
170,Action|Adventure|Crime|Thriller,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
171,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
172,Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
173,Action|Crime|Sci-Fi,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
174,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
178,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
179,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
180,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
181,Action|Children,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,Comedy|Horror|Thriller,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
184,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
185,Action|Crime|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
186,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
187,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,Fantasy|Horror|Mystery,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
189,Comedy|Fantasy,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
190,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
191,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
193,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
194,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
195,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
196,Horror|Sci-Fi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
199,Drama|Musical|Romance,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
201,Drama|Fantasy,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
202,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
203,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
206,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
207,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
208,Action|Adventure|Sci-Fi,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
209,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
210,Western,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
211,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
212,Adventure|Comedy|Crime|Mystery,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
213,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
214,Drama|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
215,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
216,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
218,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
219,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
220,Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
222,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
223,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
225,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
227,Action|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
228,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
230,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
231,Adventure|Comedy,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
233,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
234,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
236,Action|Comedy|Romance,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
237,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
238,Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Animation|Children|Comedy|Romance,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
240,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
241,Children|Drama,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
242,Drama|Musical,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
243,Children|Comedy|Fantasy,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
246,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
247,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
248,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
250,Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
253,Drama|Horror,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
254,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
255,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,Comedy|Sci-Fi,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
257,Mystery|Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
258,Adventure|Children|Comedy|Fantasy|Romance,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
259,Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
260,Action|Adventure|Sci-Fi,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
261,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
262,Children|Drama,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
263,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
265,Drama|Fantasy|Romance,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
266,Drama|Romance|War|Western,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
267,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
270,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
271,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
272,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
273,Drama|Horror|Sci-Fi,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
274,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
277,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
278,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
280,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
281,Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
282,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
283,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
284,Action|Crime,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
285,Drama|Horror,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
287,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
288,Action|Crime|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
289,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
290,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
291,Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
292,Action|Drama|Sci-Fi|Thriller,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
293,Action|Crime|Drama|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
294,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
295,Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
296,Comedy|Crime|Drama|Thriller,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
298,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
299,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
300,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
301,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
302,Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
303,Action|Thriller|Western,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
304,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
305,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
306,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
307,Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
308,Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
310,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,Horror|Thriller,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
312,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313,Animation|Children,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,Children|Drama|Fantasy|Mystery,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
315,Action|Drama|Thriller,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
316,Action|Adventure|Sci-Fi,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
317,Comedy|Drama|Fantasy,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
318,Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
319,Comedy|Drama|Thriller,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
